#unique_identifier_A	unique_identifier_B	alt_identifier_A	alt_identifier_B	alias_A	alias_B	interaction_detection_method	author	pmid	ncbi_taxid_A	ncbi_taxid_B	interaction_type	source_database	idinteraction_in_source_db	confidence_score	expansion_method	biological_role_A	biological_role_B	exp_role_A	exp_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_interaction	annotations_A	annotations_B	annotations_interaction	ncbi_taxid_host_organism	parameters_interaction	creation_date	update_date	checksum_A	checksum_B	checksum_interaction	negative	features_A	features_B	stoichiometry_A	stoichiometry_B	participant_identification_method_A	participant_identification_method_B
innatedb:IDBG-90058	innatedb:IDBG-92817	ensembl:ENSG00000120949	ensembl:ENSG00000127191	refseq:NP_001234|uniprotkb:TNR8_HUMAN|uniprotkb:P28908|refseq:NP_001268359|hgnc:TNFRSF8(display_short)	refseq:NP_066961|uniprotkb:Q12933|uniprotkb:TRAF2_HUMAN|hgnc:TRAF2(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Horie et al. (2004)	pubmed:15093542	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115501	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-149554	innatedb:IDBG-205243	ensembl:ENSMUSG00000008136	ensembl:ENSMUSG00000006932	uniprotkb:FHL2_MOUSE|refseq:NP_034342|uniprotkb:O70433|refseq:NP_001276462|mgi:Fhl2(display_short)	uniprotkb:CTNB1_MOUSE|refseq:NP_031640|uniprotkb:Q02248|refseq:NP_001159374|mgi:Ctnnb1(display_short)	psi-mi:"MI:0018"(two hybrid)	Martin et al. (2002)	pubmed:12370240	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115502	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:4932	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-149554	innatedb:IDBG-205243	ensembl:ENSMUSG00000008136	ensembl:ENSMUSG00000006932	uniprotkb:FHL2_MOUSE|refseq:NP_034342|uniprotkb:O70433|refseq:NP_001276462|mgi:Fhl2(display_short)	uniprotkb:CTNB1_MOUSE|refseq:NP_031640|uniprotkb:Q02248|refseq:NP_001159374|mgi:Ctnnb1(display_short)	psi-mi:"MI:0059"(gst pull down)	Martin et al. (2002)	pubmed:12370240	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115503	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0833"(autoradiography)
innatedb:IDBG-149554	innatedb:IDBG-205243	ensembl:ENSMUSG00000008136	ensembl:ENSMUSG00000006932	uniprotkb:FHL2_MOUSE|refseq:NP_034342|uniprotkb:O70433|refseq:NP_001276462|mgi:Fhl2(display_short)	uniprotkb:CTNB1_MOUSE|refseq:NP_031640|uniprotkb:Q02248|refseq:NP_001159374|mgi:Ctnnb1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Martin et al. (2002)	pubmed:12370240	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115504	lpr:3|hpr:3|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-205243	innatedb:IDBG-257700	ensembl:ENSMUSG00000006932	ensembl:ENSMUSG00000079243	uniprotkb:CTNB1_MOUSE|refseq:NP_031640|uniprotkb:Q02248|refseq:NP_001159374|mgi:Ctnnb1(display_short)	refseq:NP_035854|mgi:Xirp1(display_short)	psi-mi:"MI:0059"(gst pull down)	Jiang et al. (2008)	pubmed:17922036	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115505	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:0	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0086"(polyclonal antibody western blot)
innatedb:IDBG-205243	innatedb:IDBG-257700	ensembl:ENSMUSG00000006932	ensembl:ENSMUSG00000079243	uniprotkb:CTNB1_MOUSE|refseq:NP_031640|uniprotkb:Q02248|refseq:NP_001159374|mgi:Ctnnb1(display_short)	refseq:NP_035854|mgi:Xirp1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jiang et al. (2008)	pubmed:17922036	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115506	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0086"(polyclonal antibody western blot)
innatedb:IDBG-205243	innatedb:IDBG-257700	ensembl:ENSMUSG00000006932	ensembl:ENSMUSG00000079243	uniprotkb:CTNB1_MOUSE|refseq:NP_031640|uniprotkb:Q02248|refseq:NP_001159374|mgi:Ctnnb1(display_short)	refseq:NP_035854|mgi:Xirp1(display_short)	psi-mi:"MI:0018"(two hybrid)	Jiang et al. (2008)	pubmed:17922036	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115507	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:4932	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
innatedb:IDBG-129545	innatedb:IDBG-257700	ensembl:ENSMUSG00000024304	ensembl:ENSMUSG00000079243	uniprotkb:CADH2_MOUSE|refseq:NP_031690|uniprotkb:P15116|mgi:Cdh2(display_short)	refseq:NP_035854|mgi:Xirp1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jiang et al. (2008)	pubmed:17922036	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115508	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0086"(polyclonal antibody western blot)
innatedb:IDBG-184766	innatedb:IDBG-257700	ensembl:ENSMUSG00000034101	ensembl:ENSMUSG00000079243	uniprotkb:CTND1_MOUSE|uniprotkb:P30999|refseq:NP_001078922|refseq:NP_001078917|refseq:NP_001078919|refseq:NP_001078918|refseq:NP_031641|mgi:Ctnnd1(display_short)	refseq:NP_035854|mgi:Xirp1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jiang et al. (2008)	pubmed:17922036	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115509	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0086"(polyclonal antibody western blot)
innatedb:IDBG-131332	innatedb:IDBG-257700	ensembl:ENSMUSG00000068699	ensembl:ENSMUSG00000079243	uniprotkb:FLNC_MOUSE|refseq:NP_001074654|uniprotkb:Q8VHX6|mgi:Flnc(display_short)	refseq:NP_035854|mgi:Xirp1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jiang et al. (2008)	pubmed:17922036	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115510	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0086"(polyclonal antibody western blot)
innatedb:IDBG-136687	innatedb:IDBG-257700	ensembl:ENSMUSG00000021823	ensembl:ENSMUSG00000079243	refseq:NP_033528|uniprotkb:Q64727|uniprotkb:VINC_MOUSE|mgi:Vcl(display_short)	refseq:NP_035854|mgi:Xirp1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jiang et al. (2008)	pubmed:17922036	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115511	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0086"(polyclonal antibody western blot)
innatedb:IDBG-129545	innatedb:IDBG-205243	ensembl:ENSMUSG00000024304	ensembl:ENSMUSG00000006932	uniprotkb:CADH2_MOUSE|refseq:NP_031690|uniprotkb:P15116|mgi:Cdh2(display_short)	uniprotkb:CTNB1_MOUSE|refseq:NP_031640|uniprotkb:Q02248|refseq:NP_001159374|mgi:Ctnnb1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Jiang et al. (2008)	pubmed:17922036	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115512	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2008/03/30	2008/03/30	-	-	-	false	-	-	-	-	psi-mi:"MI:0363"(inferred by author)	psi-mi:"MI:0072"(monoclonal antibody western blot)
innatedb:IDBG-47085	innatedb:IDBG-190074	ensembl:ENSG00000198561	ensembl:ENSMUSG00000000303	uniprotkb:CTND1_HUMAN|refseq:NP_001078928|uniprotkb:O60716|refseq:NP_001193814|refseq:NP_001322|refseq:NP_001078929|refseq:NP_001078927|refseq:NP_001078931|refseq:NP_001078932|refseq:NP_001078936|refseq:NP_001193820|refseq:NP_001078934|refseq:NP_001193815|refseq:NP_001078937|refseq:NP_001078935|refseq:NP_001193817|refseq:NP_001193816|refseq:NP_001078933|refseq:NP_001193819|refseq:NP_001193812|refseq:NP_001078938|refseq:NP_001193813|refseq:NP_001193818|refseq:NP_001078930|hgnc:CTNND1(display_short)	uniprotkb:CADH1_MOUSE|refseq:NP_033994|uniprotkb:P09803|mgi:Cdh1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Fujita et al. (2002)	pubmed:11836526	taxid:9606(Human)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115513	lpr:6|hpr:6|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0113"(western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-27347	innatedb:IDBG-81409	ensembl:ENSG00000168036	ensembl:ENSG00000171862	uniprotkb:CTNB1_HUMAN|refseq:NP_001895|uniprotkb:P35222|refseq:NP_001091679|refseq:NP_001091680|hgnc:CTNNB1(display_short)	refseq:NP_000305|uniprotkb:P60484|uniprotkb:PTEN_HUMAN|hgnc:PTEN(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Vogelmann et al. (2005)	pubmed:16219695	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115514	lpr:7|hpr:7|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-27347	innatedb:IDBG-81409	ensembl:ENSG00000168036	ensembl:ENSG00000171862	uniprotkb:CTNB1_HUMAN|refseq:NP_001895|uniprotkb:P35222|refseq:NP_001091679|refseq:NP_001091680|hgnc:CTNNB1(display_short)	refseq:NP_000305|uniprotkb:P60484|uniprotkb:PTEN_HUMAN|hgnc:PTEN(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Vogelmann et al. (2005)	pubmed:16219695	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115515	lpr:7|hpr:7|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-38622	innatedb:IDBG-46758	ensembl:ENSG00000039068	ensembl:ENSG00000067082	uniprotkb:CADH1_HUMAN|refseq:NP_004351|uniprotkb:P12830|hgnc:CDH1(display_short)	uniprotkb:KLF6_HUMAN|refseq:NP_001291|uniprotkb:Q99612|refseq:NP_001153597|refseq:NP_001153596|hgnc:KLF6(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	DiFeo et al. (2006)	pubmed:16702959	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115516	lpr:1|hpr:1|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0319"(deoxyribonucleic acid)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0088"(primer specific pcr)	psi-mi:"MI:0363"(inferred by author)
innatedb:IDBG-17648	innatedb:IDBG-47085	ensembl:ENSG00000186111	ensembl:ENSG00000198561	refseq:NP_036530|uniprotkb:O60331|uniprotkb:PI51C_HUMAN|refseq:NP_001182662|refseq:NP_001287778|hgnc:PIP5K1C(display_short)	uniprotkb:CTND1_HUMAN|refseq:NP_001078928|uniprotkb:O60716|refseq:NP_001193814|refseq:NP_001322|refseq:NP_001078929|refseq:NP_001078927|refseq:NP_001078931|refseq:NP_001078932|refseq:NP_001078936|refseq:NP_001193820|refseq:NP_001078934|refseq:NP_001193815|refseq:NP_001078937|refseq:NP_001078935|refseq:NP_001193817|refseq:NP_001193816|refseq:NP_001078933|refseq:NP_001193819|refseq:NP_001193812|refseq:NP_001078938|refseq:NP_001193813|refseq:NP_001193818|refseq:NP_001078930|hgnc:CTNND1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ling et al. (2007)	pubmed:17261850	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115517	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0086"(polyclonal antibody western blot)	psi-mi:"MI:0072"(monoclonal antibody western blot)
innatedb:IDBG-38622	innatedb:IDBG-47085	ensembl:ENSG00000039068	ensembl:ENSG00000198561	uniprotkb:CADH1_HUMAN|refseq:NP_004351|uniprotkb:P12830|hgnc:CDH1(display_short)	uniprotkb:CTND1_HUMAN|refseq:NP_001078928|uniprotkb:O60716|refseq:NP_001193814|refseq:NP_001322|refseq:NP_001078929|refseq:NP_001078927|refseq:NP_001078931|refseq:NP_001078932|refseq:NP_001078936|refseq:NP_001193820|refseq:NP_001078934|refseq:NP_001193815|refseq:NP_001078937|refseq:NP_001078935|refseq:NP_001193817|refseq:NP_001193816|refseq:NP_001078933|refseq:NP_001193819|refseq:NP_001193812|refseq:NP_001078938|refseq:NP_001193813|refseq:NP_001193818|refseq:NP_001078930|hgnc:CTNND1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Ling et al. (2007)	pubmed:17261850	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115518	lpr:5|hpr:5|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0072"(monoclonal antibody western blot)
innatedb:IDBG-129545	innatedb:IDBG-184766	ensembl:ENSMUSG00000024304	ensembl:ENSMUSG00000034101	uniprotkb:CADH2_MOUSE|refseq:NP_031690|uniprotkb:P15116|mgi:Cdh2(display_short)	uniprotkb:CTND1_MOUSE|uniprotkb:P30999|refseq:NP_001078922|refseq:NP_001078917|refseq:NP_001078919|refseq:NP_001078918|refseq:NP_031641|mgi:Ctnnd1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Reynolds et al. (1996)	pubmed:8660921	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115519	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:10090	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-38528	innatedb:IDBG-47085	ensembl:ENSG00000062038	ensembl:ENSG00000198561	uniprotkb:CADH3_HUMAN|refseq:NP_001784|uniprotkb:P22223|hgnc:CDH3(display_short)	uniprotkb:CTND1_HUMAN|refseq:NP_001078928|uniprotkb:O60716|refseq:NP_001193814|refseq:NP_001322|refseq:NP_001078929|refseq:NP_001078927|refseq:NP_001078931|refseq:NP_001078932|refseq:NP_001078936|refseq:NP_001193820|refseq:NP_001078934|refseq:NP_001193815|refseq:NP_001078937|refseq:NP_001078935|refseq:NP_001193817|refseq:NP_001193816|refseq:NP_001078933|refseq:NP_001193819|refseq:NP_001193812|refseq:NP_001078938|refseq:NP_001193813|refseq:NP_001193818|refseq:NP_001078930|hgnc:CTNND1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Reynolds et al. (1996)	pubmed:8660921	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115520	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-38622	innatedb:IDBG-47085	ensembl:ENSG00000039068	ensembl:ENSG00000198561	uniprotkb:CADH1_HUMAN|refseq:NP_004351|uniprotkb:P12830|hgnc:CDH1(display_short)	uniprotkb:CTND1_HUMAN|refseq:NP_001078928|uniprotkb:O60716|refseq:NP_001193814|refseq:NP_001322|refseq:NP_001078929|refseq:NP_001078927|refseq:NP_001078931|refseq:NP_001078932|refseq:NP_001078936|refseq:NP_001193820|refseq:NP_001078934|refseq:NP_001193815|refseq:NP_001078937|refseq:NP_001078935|refseq:NP_001193817|refseq:NP_001193816|refseq:NP_001078933|refseq:NP_001193819|refseq:NP_001193812|refseq:NP_001078938|refseq:NP_001193813|refseq:NP_001193818|refseq:NP_001078930|hgnc:CTNND1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Reynolds et al. (1996)	pubmed:8660921	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115521	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-38622	innatedb:IDBG-47085	ensembl:ENSG00000039068	ensembl:ENSG00000198561	uniprotkb:CADH1_HUMAN|refseq:NP_004351|uniprotkb:P12830|hgnc:CDH1(display_short)	uniprotkb:CTND1_HUMAN|refseq:NP_001078928|uniprotkb:O60716|refseq:NP_001193814|refseq:NP_001322|refseq:NP_001078929|refseq:NP_001078927|refseq:NP_001078931|refseq:NP_001078932|refseq:NP_001078936|refseq:NP_001193820|refseq:NP_001078934|refseq:NP_001193815|refseq:NP_001078937|refseq:NP_001078935|refseq:NP_001193817|refseq:NP_001193816|refseq:NP_001078933|refseq:NP_001193819|refseq:NP_001193812|refseq:NP_001078938|refseq:NP_001193813|refseq:NP_001193818|refseq:NP_001078930|hgnc:CTNND1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Reynolds et al. (1996)	pubmed:8660921	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115522	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0113"(western blot)
innatedb:IDBG-38622	innatedb:IDBG-47085	ensembl:ENSG00000039068	ensembl:ENSG00000198561	uniprotkb:CADH1_HUMAN|refseq:NP_004351|uniprotkb:P12830|hgnc:CDH1(display_short)	uniprotkb:CTND1_HUMAN|refseq:NP_001078928|uniprotkb:O60716|refseq:NP_001193814|refseq:NP_001322|refseq:NP_001078929|refseq:NP_001078927|refseq:NP_001078931|refseq:NP_001078932|refseq:NP_001078936|refseq:NP_001193820|refseq:NP_001078934|refseq:NP_001193815|refseq:NP_001078937|refseq:NP_001078935|refseq:NP_001193817|refseq:NP_001193816|refseq:NP_001078933|refseq:NP_001193819|refseq:NP_001193812|refseq:NP_001078938|refseq:NP_001193813|refseq:NP_001193818|refseq:NP_001078930|hgnc:CTNND1(display_short)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Reynolds et al. (1996)	pubmed:8660921	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0915"(physical association)	MI:0974(innatedb)	innatedb:IDB-115523	lpr:8|hpr:8|np:1|	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	taxid:9606	-	2010/03/07	2010/03/07	-	-	-	false	-	-	-	-	psi-mi:"MI:0072"(monoclonal antibody western blot)	psi-mi:"MI:0113"(western blot)
